x,y
167,200
168,8
168,85
168,133
168,200
169,8
169,85
169,133
169,200
170,8
170,85
170,133
170,200
171,8
171,86
171,132
171,200
172,8
172,86
172,132
172,200
173,8
173,86
173,132
173,200
174,8
174,86
174,132
174,199
175,8
175,86
175,132
175,199
176,8
176,86
176,132
176,199
177,8
177,86
177,132
177,199
178,9
178,85
178,132
178,199
179,9
179,85
179,132
179,199
180,9
180,85
180,133
180,199
181,9
181,84
181,133
181,199
182,9
182,83
182,134
182,199
183,9
183,83
183,134
183,199
184,10
184,82
184,135
184,199
185,10
185,81
185,136
185,199
186,10
186,80
186,137
186,198
187,10
187,78
187,79
187,138
187,198
188,10
188,76
188,77
188,139
188,198
189,10
189,74
189,75
189,140
189,141
189,198
190,10
190,71
190,72
190,73
190,142
190,143
190,198
191,10
191,68
191,69
191,70
191,144
191,145
191,198
192,11
192,65
192,66
192,67
192,146
192,147
192,148
192,198
193,11
193,60
193,61
193,62
193,63
193,64
193,149
193,150
193,151
193,194
193,195
193,196
193,197
193,198
194,11
194,54
194,55
194,56
194,57
194,58
194,59
194,152
194,153
194,154
194,191
194,192
194,193
195,12
195,13
195,14
195,15
195,16
195,17
195,18
195,19
195,20
195,21
195,22
195,23
195,24
195,25
195,26
195,27
195,28
195,29
195,30
195,38
195,39
195,40
195,41
195,42
195,43
195,44
195,45
195,46
195,47
195,48
195,49
195,50
195,51
195,52
195,53
195,155
195,156
195,157
195,158
195,159
195,160
195,186
195,187
195,188
195,189
195,190
196,31
196,32
196,33
196,34
196,35
196,36
196,37
196,161
196,162
196,163
196,164
196,165
196,166
196,167
196,168
196,169
196,170
196,171
196,172
196,173
196,174
196,177
196,178
196,179
196,180
196,181
196,182
196,183
196,184
196,185
197,175
197,176
