x,y
90,246
91,5
91,246
92,5
92,246
93,5
93,246
94,5
94,246
95,5
95,246
96,5
96,246
97,5
97,246
98,5
98,246
99,5
99,246
100,5
100,246
101,5
101,246
102,5
102,246
103,5
103,245
104,5
104,245
105,5
105,245
106,5
106,244
107,5
107,244
108,5
108,243
109,5
109,211
109,212
109,213
109,214
109,215
109,243
110,5
110,206
110,207
110,208
110,209
110,210
110,216
110,217
110,218
110,219
110,220
110,242
111,5
111,204
111,205
111,221
111,222
111,241
112,5
112,202
112,203
112,223
112,224
112,240
112,241
113,5
113,200
113,201
113,225
113,226
113,227
113,238
113,239
114,5
114,199
114,228
114,229
114,230
114,231
114,232
114,233
114,234
114,235
114,236
114,237
115,5
115,198
116,5
116,197
117,5
117,196
118,5
118,195
119,5
119,195
120,5
120,194
121,5
121,193
122,5
122,193
123,5
123,192
124,5
124,192
125,5
125,191
126,5
126,191
127,5
127,191
128,5
128,190
129,5
129,190
130,5
130,190
131,5
131,189
132,5
132,189
133,5
133,189
134,5
134,189
135,5
135,188
136,5
136,188
137,5
137,188
138,5
138,188
139,5
139,188
140,5
140,188
141,5
141,187
142,5
142,92
142,93
142,94
142,95
142,187
143,5
143,84
143,85
143,86
143,87
143,88
143,89
143,90
143,91
143,96
143,97
143,98
143,99
143,100
143,101
143,102
143,103
143,187
144,5
144,79
144,80
144,81
144,82
144,83
144,104
144,105
144,106
144,107
144,187
145,5
145,76
145,77
145,78
145,108
145,109
145,110
145,187
146,5
146,73
146,74
146,75
146,111
146,112
146,113
146,187
147,5
147,71
147,72
147,114
147,115
147,187
148,5
148,69
148,70
148,116
148,117
148,187
149,5
149,66
149,67
149,68
149,118
149,187
150,5
150,64
150,65
150,119
150,187
151,5
151,63
151,120
151,187
152,5
152,62
152,120
152,187
153,5
153,61
153,120
153,187
154,5
154,60
154,120
154,187
155,5
155,59
155,120
155,187
156,5
156,59
156,119
156,187
157,5
157,59
157,118
157,187
158,5
158,59
158,118
158,187
159,5
159,60
159,61
159,116
159,117
159,187
160,5
160,62
160,116
160,187
161,5
161,63
161,115
161,187
162,5
162,64
162,65
162,114
162,187
163,5
163,66
163,113
163,187
164,5
164,66
164,112
164,187
165,5
165,67
165,111
165,187
166,5
166,68
166,111
166,187
167,5
167,69
167,110
167,188
168,5
168,69
168,110
168,188
169,5
169,70
169,110
169,188
170,5
170,70
170,109
170,188
171,5
171,70
171,109
171,188
172,5
172,70
172,109
172,188
173,5
173,70
173,109
173,188
174,5
174,70
174,109
174,188
175,5
175,69
175,110
175,188
176,5
176,69
176,110
176,189
177,5
177,69
177,110
177,189
178,5
178,69
178,111
178,189
179,5
179,68
179,112
179,189
180,5
180,68
180,113
180,189
181,5
181,67
181,114
181,115
181,189
182,5
182,67
182,116
182,189
183,5
183,66
183,117
183,190
184,5
184,65
184,118
184,119
184,190
185,5
185,64
185,120
185,121
185,190
186,5
186,63
186,122
186,123
186,190
187,5
187,61
187,62
187,124
187,125
187,190
188,5
188,59
188,60
188,126
188,127
188,128
188,190
189,5
189,57
189,58
189,129
189,130
189,131
189,191
190,4
190,54
190,55
190,56
190,132
190,133
190,134
190,135
190,136
190,179
190,180
190,181
190,182
190,183
190,184
190,185
190,186
190,187
190,188
190,189
190,191
191,5
191,6
191,7
191,8
191,9
191,10
191,11
191,12
191,13
191,51
191,52
191,53
191,137
191,138
191,139
191,140
191,141
191,142
191,143
191,165
191,166
191,167
191,168
191,169
191,170
191,171
191,172
191,173
191,174
191,175
191,176
191,177
191,178
191,190
191,191
192,14
192,15
192,16
192,17
192,18
192,19
192,20
192,21
192,22
192,23
192,24
192,25
192,44
192,45
192,46
192,47
192,48
192,49
192,50
192,144
192,145
192,146
192,147
192,148
192,149
192,150
192,151
192,152
192,153
192,154
192,155
192,156
192,157
192,158
192,159
192,160
192,161
192,162
192,163
192,164
193,26
193,27
193,28
193,29
193,30
193,31
193,32
193,33
193,34
193,35
193,36
193,37
193,38
193,39
193,40
193,41
193,42
193,43
