x,y
248,188
248,189
248,190
248,191
248,192
248,193
248,194
248,195
248,196
248,197
248,198
248,199
248,200
248,201
248,202
248,203
248,204
248,205
248,206
248,207
248,208
248,209
248,210
248,211
248,212
248,213
248,214
248,215
248,216
248,217
248,218
248,219
248,220
248,221
248,222
248,223
248,224
248,225
248,226
248,227
248,228
248,229
248,230
248,231
248,232
248,233
248,234
248,235
