x,y
167,254
168,78
168,254
169,78
169,254
170,78
170,254
171,77
171,254
172,77
172,254
173,77
173,254
174,76
174,254
175,76
175,253
176,75
176,253
177,75
177,253
178,74
178,253
179,74
179,253
180,73
180,253
181,73
181,252
182,72
182,252
183,72
183,252
184,71
184,252
185,71
185,252
186,70
186,252
187,70
187,252
188,69
188,251
189,69
189,251
190,68
190,251
191,68
191,251
192,67
192,250
193,67
193,250
194,66
194,250
195,66
195,250
196,65
196,249
197,65
197,249
198,64
198,249
199,64
199,249
200,63
200,249
201,63
201,236
201,237
201,238
201,239
201,240
201,241
201,242
201,243
201,244
201,245
201,246
201,247
201,248
201,249
202,63
202,232
202,233
202,234
202,235
203,62
203,63
203,64
203,65
203,66
203,67
203,68
203,69
203,70
203,71
203,72
203,73
203,74
203,75
203,76
203,77
203,78
203,79
203,80
203,81
203,82
203,83
203,84
203,85
203,86
203,87
203,88
203,89
203,90
203,91
203,92
203,93
203,94
203,95
203,96
203,97
203,98
203,99
203,100
203,101
203,102
203,103
203,104
203,105
203,106
203,107
203,108
203,109
203,110
203,111
203,112
203,113
203,114
203,115
203,116
203,117
203,118
203,119
203,120
203,121
203,122
203,123
203,124
203,125
203,126
203,127
203,128
203,129
203,130
203,131
203,132
203,133
203,134
203,135
203,136
203,137
203,138
203,139
203,140
203,141
203,142
203,143
203,144
203,145
203,146
203,147
203,148
203,149
203,150
203,151
203,152
203,153
203,154
203,155
203,156
203,157
203,158
203,159
203,160
203,161
203,162
203,163
203,164
203,165
203,166
203,167
203,168
203,169
203,170
203,171
203,172
203,173
203,174
203,175
203,176
203,177
203,178
203,179
203,180
203,181
203,182
203,183
203,184
203,185
203,186
203,187
203,188
203,189
203,190
203,191
203,192
203,193
203,194
203,195
203,196
203,197
203,198
203,199
203,200
203,201
203,202
203,203
203,204
203,205
203,206
203,207
203,208
203,209
203,210
203,211
203,212
203,213
203,214
203,215
203,216
203,217
203,218
203,219
203,220
203,221
203,222
203,223
203,224
203,225
203,226
203,227
203,228
203,229
203,230
203,231
